Date,Open,High,Low,Close,Adj Close,Volume
2010-01-04,83.089996,83.449997,82.66999799999999,83.019997,68.747681,3043700
2010-01-05,82.800003,83.230003,81.699997,82.5,68.317101,2847000
2010-01-06,83.879997,84.599998,83.510002,83.66999799999999,69.285927,5268500
2010-01-07,83.32,83.760002,82.120003,83.730003,69.33560200000001,4470100
2010-01-08,83.690002,84.32,83.300003,84.32,69.824188,3405800
2010-01-11,84.379997,84.599998,83.410004,83.980003,69.542618,2927100
2010-01-12,83.58000200000001,84.18,83.300003,84.050003,69.600601,3031800
2010-01-13,84.110001,84.110001,83.199997,83.779999,69.377022,3102000
2010-01-14,83.739998,83.93,83.41999799999999,83.5,69.145126,2634100
2010-01-15,83.519997,84.089996,82.870003,83.370003,69.037514,3955000
2010-01-19,83.82,85.16999799999999,83.5,85.120003,70.486626,4500400
2010-01-20,84.83000200000001,85.129997,83.589996,84.720001,70.155426,3671200
2010-01-21,84.599998,84.599998,82.57,82.699997,68.482697,4783200
2010-01-22,82.400002,82.83000200000001,81.300003,81.480003,67.472435,4809000
2010-01-25,82.33000200000001,82.889999,81.480003,81.83000200000001,67.762238,3386600
2010-01-26,81.459999,82.730003,81.040001,81.629997,67.596634,3138000
2010-01-27,81.33000200000001,82.839996,81.010002,82.300003,68.151443,5066900
2010-01-28,82.620003,82.639999,79.110001,80.75,66.867928,6820700
2010-01-29,81.349998,81.879997,80.18,80.489998,66.652618,4347000
2010-02-01,80.839996,80.889999,79.940002,80.440002,66.611221,3632700
2010-02-02,80.699997,80.940002,79.699997,80.43,66.602928,4690000
2010-02-03,79.83000200000001,81.68,79.83000200000001,81.5,67.48898299999999,3401300
2010-02-04,81.129997,81.129997,78.83000200000001,79.209999,65.592659,5312600
2010-02-05,79.160004,79.5,77.260002,78.540001,65.037865,5408000
2010-02-08,78.480003,78.480003,77.25,77.529999,64.20146899999999,4407300
2010-02-09,78.279999,79.410004,77.900002,78.720001,65.186913,4252500
2010-02-10,78.800003,79.290001,78.0,78.620003,65.104095,2445200
2010-02-11,79.220001,80.389999,78.839996,80.269997,66.470421,5524500
2010-02-12,79.139999,79.230003,78.07,79.18,65.567833,5443000
2010-02-16,80.08000200000001,80.639999,79.339996,80.470001,66.636055,3619100
2010-02-17,80.41999799999999,80.690002,79.739998,80.139999,66.798592,3095200
2010-02-18,80.059998,81.18,80.059998,81.110001,67.60709399999999,2702400
2010-02-19,81.139999,81.739998,80.610001,81.519997,67.948837,3217900
2010-02-22,81.709999,81.760002,80.550003,80.68,67.248703,3025400
2010-02-23,80.410004,81.089996,79.66999799999999,79.709999,66.440178,3981900
2010-02-24,80.0,80.599998,79.5,80.07,66.74024200000001,3530700
2010-02-25,79.160004,79.769997,78.639999,79.739998,66.465172,4106300
2010-02-26,79.739998,80.33000200000001,79.099998,80.150002,66.80690799999999,3224400
2010-03-01,80.57,80.949997,80.349998,80.58000200000001,67.16534399999999,2545100
2010-03-02,80.739998,81.379997,80.58000200000001,81.129997,67.623779,3365600
2010-03-03,81.160004,81.68,80.860001,81.0,67.515419,2852300
2010-03-04,81.209999,81.360001,80.57,81.019997,67.53208199999999,2620300
2010-03-05,81.349998,82.5,81.230003,82.440002,68.715675,3142600
2010-03-08,82.41999799999999,82.529999,81.230003,81.309998,67.773804,3627900
2010-03-09,81.150002,82.129997,80.739998,81.989998,68.340614,4249800
2010-03-10,81.91999799999999,82.059998,81.25,81.559998,67.982185,3584600
2010-03-11,81.260002,81.540001,80.510002,81.260002,67.73214,4048100
2010-03-12,81.57,81.66999799999999,80.91999799999999,81.379997,67.83213,2945900
2010-03-15,81.160004,81.660004,80.779999,81.260002,67.73214,2622300
2010-03-16,81.260002,81.660004,80.529999,81.660004,68.065552,4242200
2010-03-17,81.93,82.410004,81.650002,82.18,68.498985,3989700
2010-03-18,82.300003,83.75,82.0,83.66999799999999,69.740936,4939500
2010-03-19,81.959999,84.0,81.510002,81.959999,68.315613,6876200
2010-03-22,81.5,82.199997,81.5,81.839996,68.215591,3256700
2010-03-23,82.099998,82.410004,81.160004,82.349998,68.64067800000001,4153100
2010-03-24,81.860001,82.300003,81.43,81.610001,68.02385699999999,3102500
2010-03-25,82.010002,82.25,80.839996,80.93,67.457062,4942500
2010-03-26,81.099998,81.360001,80.75,81.0,67.515419,3815300
2010-03-29,81.239998,81.690002,81.029999,81.360001,67.815483,3102600
2010-03-30,82.360001,84.5,82.239998,84.279999,70.249367,8704600
2010-03-31,84.050003,84.459999,83.349998,83.57,69.657585,4336700
2010-04-01,83.870003,84.230003,83.400002,83.849998,69.890953,2965800
2010-04-05,84.220001,84.480003,83.58000200000001,84.190002,70.17437,2600800
2010-04-06,83.900002,84.470001,83.550003,84.349998,70.307701,3208500
2010-04-07,84.110001,84.629997,83.199997,83.660004,69.73259,4463500
2010-04-08,83.410004,83.599998,82.769997,82.949997,69.140785,3757700
2010-04-09,82.970001,83.66999799999999,82.790001,83.489998,69.590897,2883900
2010-04-12,83.760002,83.760002,83.089996,83.279999,69.41584,2626100
2010-04-13,83.040001,84.239998,82.690002,83.940002,69.96597299999999,4256000
2010-04-14,83.910004,84.470001,83.480003,84.389999,70.341087,3632100
2010-04-15,84.139999,85.0,83.93,85.0,70.849518,4535500
2010-04-16,84.699997,84.949997,83.199997,83.760002,69.815956,5342300
2010-04-19,83.610001,84.129997,83.139999,83.900002,69.93261700000001,3554200
2010-04-20,84.410004,85.849998,84.32,85.269997,71.074562,5735000
2010-04-21,85.440002,85.849998,85.07,85.699997,71.432953,4522900
2010-04-22,85.099998,86.139999,84.470001,86.050003,71.724724,4627700
2010-04-23,86.18,87.089996,85.93,86.58000200000001,72.166481,3990600
2010-04-26,86.82,87.790001,86.739998,87.440002,72.883324,6288900
2010-04-27,89.91999799999999,90.25,87.769997,87.970001,73.32508100000001,11138700
2010-04-28,88.889999,89.08000200000001,87.650002,88.239998,73.550117,5730600
2010-04-29,88.940002,90.0,88.639999,89.33000200000001,74.45867199999999,5284200
2010-04-30,88.699997,89.699997,88.400002,88.66999799999999,73.908524,5262000
2010-05-03,89.190002,90.0,88.620003,89.809998,74.858765,4647400
2010-05-04,89.220001,89.220001,87.010002,87.68,73.083336,5456400
2010-05-05,87.040001,87.220001,86.08000200000001,86.589996,72.17482,4880000
2010-05-06,86.059998,90.519997,68.959999,84.239998,70.216034,9156000
2010-05-07,83.660004,84.309998,81.260002,82.629997,68.874062,8368800
2010-05-10,85.599998,87.040001,84.900002,85.970001,71.658028,6271600
2010-05-11,85.18,85.970001,84.870003,85.040001,70.882858,4760800
